nacchoid,tobacco,nutrition,state,type,rurality,population,leader.tenure,fte
IL083,1,1,IL,county,rural,56876,14.74880219,114.5
IL084,1,1,IL,county,urban,685419,0.1615331918,315
IL085,NA,NA,NA,NA,NA,NA,NA,NA
IL086,NA,NA,IL,county,rural,39187,1.078713179,9.32
IL087,0,0,IL,county,rural,37857,1.577002048,10
IL088,1,1,IL,county,rural,19393,18.87474251,13.5
IL089,1,1,IL,county,rural,17841,4.246406555,17
IL090,1,0,IL,county,urban,266560,12.74469566,37
IL091,1,0,IL,county,rural,38571,15.24435329,21.75
IL093,1,1,IL,county,rural,14337,22.020534519999998,7.3
IL094,NA,NA,NA,NA,NA,NA,NA,NA
IL103,1,1,IL,county,rural,17874,9.242983818,6.5
IL105,1,1,IL,county,urban,33722,4.750171185,7
IL109,1,0,IL,county,rural,13688,1.749486685,7
IL110,1,0,IL,county,rural,28879,1.749486685,13
IN001,NA,NA,NA,NA,NA,NA,NA,NA
IN002,1,0,IN,county,urban,365918,16.24640656,NA
IN003,0,1,IN,county,urban,80217,12.24640656,22
IN005,0,1,IN,county,rural,12401,4.246406555,NA
IN006,1,0,IN,county,rural,61915,5.136208057,13
IN007,1,1,IN,county,rural,14962,2.286105394,7
IN010,1,0,IN,county,urban,114262,25.83162308,24.5
IN011,NA,NA,NA,NA,NA,NA,NA,NA
IN012,0,0,IN,county,rural,32776,0.3531827629,5
IN014,0,0,IN,county,rural,32729,6.997946739,6
IN015,NA,NA,NA,NA,NA,NA,NA,NA
IN016,0,0,IN,county,rural,49506,1.245722055,8
IN017,1,1,IN,county,rural,26524,15.55099201,6.2
IN018,NA,NA,NA,NA,NA,NA,NA,NA
IN019,0,0,IN,county,rural,42345,14.83093739,13.6
IN020,0,0,IN,city,urban,28990,0.4654346406,10
IN021,1,1,IN,county,urban,201971,6.639287949,80
IN025,NA,NA,NA,NA,NA,NA,NA,NA
IN027,1,0,IN,city,urban,77909,9.489390373,21
IN030,0,0,IN,county,rural,32726,NA,6
IN031,NA,NA,NA,NA,NA,NA,NA,NA
IN035,0,0,IN,county,urban,156056,1.47022593,20
IN036,0,0,IN,county,rural,48995,13.24845982,9
IN037,0,0,IN,county,urban,82982,8.087611198,15
IN039,1,0,IN,county,rural,43705,0.2464065701,10
IN041,0,1,IN,county,rural,21179,3.244353294,7
IN042,NA,NA,NA,NA,NA,NA,NA,NA
IN043,NA,NA,IN,county,rural,28000,NA,NA
IN044,1,1,IN,county,urban,147538,28.24640656,14
IN046,NA,NA,NA,NA,NA,NA,NA,NA
IN047,0,1,IN,county,rural,38436,24.24640656,8
IN049,NA,NA,NA,NA,NA,NA,NA,NA
IN052,1,1,IN,county,urban,130069,30.25598907,19
IN053,1,1,IN,county,urban,934243,21.24572182,NA
IN057,1,0,IN,county,urban,143339,8.219028473,21
IN058,0,0,IN,county,rural,38146,3.526351929,7.5
IN059,NA,NA,IN,county,rural,69693,NA,NA
IN064,NA,NA,NA,NA,NA,NA,NA,NA
IN065,NA,NA,NA,NA,NA,NA,NA,NA
IN071,0,1,IN,county,rural,37618,2.154688597,6.5
IN072,NA,NA,NA,NA,NA,NA,NA,NA
IN073,1,0,IN,county,rural,28497,1.587953448,NA
IN075,1,0,IN,county,rural,23712,20.59137535,7
IN076,0,0,IN,county,rural,44579,4.194387436,8
IN078,0,1,IN,county,urban,267618,0.4490075409,48
IN080,0,0,IN,county,rural,34308,2.913073301,8.5
IN081,NA,NA,NA,NA,NA,NA,NA,NA
IN082,NA,NA,IN,county,rural,10452,NA,NA
IN083,0,1,IN,county,urban,183074,1.875427842,19
IN084,NA,NA,NA,NA,NA,NA,NA,NA
IN086,1,1,IN,county,urban,182006,2.0205338,47.9
IN087,0,0,IN,county,rural,15693,27.24435234,6
IN088,1,1,IN,county,urban,108175,10.220397,25
IN093,0,0,IN,county,rural,27862,5.916495323,6
IN095,NA,NA,NA,NA,NA,NA,NA,NA
KS001,0,1,KS,county,rural,4897,3.830253363,6
KS002,1,1,KS,county,rural,27385,1.634496927,17
KS003,1,1,KS,county,rural,66227,4.780287266,14
KS004,NA,NA,NA,NA,NA,NA,NA,NA
KS006,NA,NA,NA,NA,NA,NA,NA,NA
KS007,1,1,KS,county,rural,2693,7.567419529,1.5
KS008,0,0,KS,county,rural,2144,16.83230591,1
KS009,1,1,KS,county,rural,8317,18.67761803,5.3
KS011,1,0,KS,county,rural,8433,9.160848618,6.2
KS012,1,1,KS,county,rural,1954,0.9171800017,2
KS013,1,1,KS,county,rural,35963,0.6652977467,19
KS014,NA,NA,NA,NA,NA,NA,NA,NA
"KS014
",NA,NA,NA,NA,NA,NA,NA,NA
KS015,0,0,KS,county,rural,2908,NA,2
KS016,NA,NA,NA,NA,NA,NA,NA,NA
KS017,NA,NA,NA,NA,NA,NA,NA,NA
KS018,NA,NA,NA,NA,NA,NA,NA,NA
KS019,1,0,KS,county,rural,2694,18.45311356,1.5
KS020,1,1,KS,county,rural,29013,21.99863052,6.75
KS021,1,1,KS,county,rural,6392,10.74880219,5.1
KS022,1,1,KS,county,rural,37184,0.7939767241,27
KS023,NA,NA,NA,NA,NA,NA,NA,NA
KS024,1,1,KS,county,rural,25611,8.123203278,8.25
KS025,1,1,KS,county,rural,2727,17.24572182,3.2
KS026,NA,NA,NA,NA,NA,NA,NA,NA
KS027,NA,NA,NA,NA,NA,NA,NA,NA
KS028,NA,NA,NA,NA,NA,NA,NA,NA
KS029,NA,NA,KS,county,rural,1301,11.57837105,2
KS030,NA,NA,NA,NA,NA,NA,NA,NA
KS031,1,1,KS,county,rural,5818,12.0793972,17
KS032,1,1,KS,county,rural,34820,3.496235371,13.5
KS033,1,1,KS,county,rural,1916,21.66461372,4
KS034,1,1,KS,county,urban,18855,4.832306862,9
KS035,1,1,KS,county,rural,3043,5.831622124,6.25
KS036,1,1,KS,county,urban,574272,6.984257221,135
KS037,1,1,KS,county,rural,36713,NA,NA
KS039,NA,NA,NA,NA,NA,NA,NA,NA
KS040,0,1,KS,county,rural,2513,29.66461372,3
KS041,1,1,KS,county,rural,20960,14.49691963,6
KS042,NA,NA,NA,NA,NA,NA,NA,NA
KS043,1,1,KS,county,urban,116585,9.204654694,40.3
KS044,1,1,KS,county,rural,78797,6.329911232,18
KS045,0,1,KS,county,rural,23465,10.66392899,17.89
KS046,1,1,KS,county,rural,3167,14.49691963,4.4
KS047,NA,NA,KS,county,rural,2794,0.7501711249,5.5
KS048,NA,NA,NA,NA,NA,NA,NA,NA
KS049,NA,NA,KS,county,rural,12208,11.9096508,3.75
KS050,1,1,KS,county,rural,10006,12.75017071,7
KS051,NA,NA,NA,NA,NA,NA,NA,NA
KS052,1,1,KS,county,rural,4357,7.709787846,5.2
KS053,1,1,KS,county,rural,32822,30.49691963,7
KS054,1,1,KS,county,rural,6284,1.733059525,9
KS055,1,1,KS,county,rural,34065,NA,10.5
KS056,1,1,KS,county,rural,5698,0.8323066235,5
KS057,1,1,KS,county,rural,3110,7.832991123,4
KS059,1,1,KS,county,rural,10148,11.997262,4
KS060,NA,NA,NA,NA,NA,NA,NA,NA
KS061,NA,NA,NA,NA,NA,NA,NA,NA
KS062,1,NA,KS,county,rural,5560,0.4572210908,6.5
KS063,NA,NA,NA,NA,NA,NA,NA,NA
KS064,0,1,KS,county,rural,3756,23.24435234,2.5
KS066,NA,1,KS,county,rural,6328,0.6351813674,3
KS067,1,1,KS,county,rural,6916,1.062286139,4.5
KS068,NA,NA,NA,NA,NA,NA,NA,NA
KS069,1,1,KS,county,rural,22897,NA,11
KS070,0,1,KS,county,rural,9850,23.2416153,5
KS071,NA,NA,NA,NA,NA,NA,NA,NA
KS072,1,1,KS,county,rural,63794,1.051334739,46
KS073,1,1,KS,county,rural,4803,0.9281314015,7
KS074,NA,NA,NA,NA,NA,NA,NA,NA
KS075,0,0,KS,county,rural,75194,0.2956878841,37.5
KS076,1,1,KS,county,rural,5155,NA,6
KS077,0,0,KS,county,rural,3197,21.41273117,3
KS078,1,1,KS,county,rural,6956,14.24503803,4
KS080,1,1,KS,county,rural,55755,0.3723477125,35
KS081,0,1,KS,county,rural,5080,0.7501711249,7.5
KS082,1,1,KS,county,rural,2539,1.330595493,2
KS083,0,1,KS,county,rural,6110,4.238193035,6
KS084,1,1,KS,county,rural,3769,5.486652851,7
KS085,NA,NA,NA,NA,NA,NA,NA,NA
KS086,0,1,KS,county,rural,2111,1.292265534,3
KS087,NA,NA,NA,NA,NA,NA,NA,NA
KS088,1,1,KS,county,rural,7891,0.6652977467,5.5
KS089,1,1,KS,county,urban,178406,4.97193718,NA
KS090,1,1,KS,county,rural,2902,1.215605736,3.5
KS091,1,1,KS,county,rural,7022,25.56878853,NA
KS092,0,1,KS,county,rural,1506,NA,1.5
KS093,1,1,KS,county,rural,5598,0.2464065701,6
KS095,0,0,KS,county,urban,508803,1.916495562,144
KS096,1,1,KS,county,rural,9028,8.821354866,7
KS098,1,1,KS,county,urban,161636,0.9390828013,88
KS099,1,0,KS,county,rural,4106,7.310061455,4.25
KS104,1,1,KS,county,rural,9502,4.246406555,4.5
KS106,1,1,KS,multi-county,rural,39867,1.793292284,13
KS107,1,1,KS,multi-county,rural,38721,1.045858979,12
KS200,NA,NA,NA,NA,NA,NA,NA,NA
KY001,NA,NA,NA,NA,NA,NA,NA,NA
KY002,0,1,KY,multi-county,urban,261776,13.07871342,198.25
KY003,1,1,KY,county,rural,19972,3.457905531,13
KY004,1,1,KY,county,rural,29706,4.695414066,13
KY005,1,0,KY,county,rural,13409,24.00273705,39
KY006,1,1,KY,multi-county,rural,19363,7.635865688,21
KY007,1,1,KY,county,urban,77955,2.99247098,28
KY008,1,1,KY,county,rural,74250,8.13415432,40
KY009,1,1,KY,county,rural,35758,10.44490051,55
KY010,1,1,KY,multi-county,rural,51262,0.5804243684,92
KY012,1,1,KY,county,urban,48832,9.774127007,31
KY013,1,1,KY,county,rural,14545,14.41204643,10
KY014,1,1,KY,county,rural,38108,15.74811745,35
KY015,1,1,KY,county,rural,49880,1.924709082,64
KY016,NA,NA,NA,NA,NA,NA,NA,NA
KY017,NA,NA,NA,NA,NA,NA,NA,NA
KY018,1,1,KY,county,urban,36308,7.904175282,26
KY020,1,1,KY,county,rural,46376,2.767967224,49
KY021,1,1,KY,county,urban,50815,3.660506487,27
KY022,1,1,KY,county,rural,23262,1.694729686,35.5
KY023,NA,NA,NA,NA,NA,NA,NA,NA
KY024,1,1,KY,county,rural,31798,1.464750171,54.5
KY025,1,1,KY,multi-county,rural,208253,15.22518826,166
KY026,NA,NA,NA,NA,NA,NA,NA,NA
KY028,1,1,KY,county,urban,310797,5.081450939,149
KY029,1,1,KY,county,rural,24445,11.66324425,12
KY031,1,1,KY,multi-county,rural,34895,0.8514716029,15
KY032,1,1,KY,county,urban,760026,1.204654336,NA
KY033,NA,NA,NA,NA,NA,NA,NA,NA
KY035,1,1,KY,county,rural,30953,1.464750171,33
KY037,1,1,KY,county,rural,10704,2.127310038,8
KY038,1,1,KY,county,rural,31207,3.663244247,21
KY040,1,1,KY,multi-county,urban,407050,5.563313007,NA
KY041,1,1,KY,county,urban,63490,6.55989027,21
KY042,NA,NA,KY,multi-county,rural,53880,3.342915773,46.5
KY043,NA,NA,NA,NA,NA,NA,NA,NA
KY045,1,1,KY,multi-county,rural,89533,4.810403824,67
KY047,1,1,KY,multi-county,rural,44542,11.81382656,60
KY048,1,1,KY,county,rural,12520,5.94934988,15
KY049,1,1,KY,multi-county,rural,76917,8.59411335,85
KY051,1,1,KY,county,rural,35503,1.311430573,63
KY052,1,1,KY,county,rural,25563,7.099246979,14
KY053,1,1,KY,county,rural,27474,19.8247776,33.5
KY054,NA,NA,NA,NA,NA,NA,NA,NA
KY056,1,1,KY,county,urban,8406,8.473648071,8
KY057,1,1,KY,county,rural,21319,8.167009354,14
KY058,1,1,KY,county,rural,16858,15.08281994,9.63
KY060,1,0,KY,county,rural,19888,3.085557938,12
KY071,1,1,KY,county,rural,27778,2.392881632,32
KY073,1,1,KY,county,rural,28163,2.767967224,26
KY077,1,1,KY,county,rural,15804,2.116358757,23.25
KY107,1,1,KY,county,rural,26194,2.748802185,13
KY133,1,1,KY,county,rural,37618,5.749486446,33.5
LA016,NA,NA,NA,NA,NA,NA,NA,NA
LA017,1,1,LA,multi-county,urban,679108,3.244353294,75
LA018,1,0,LA,multi-county,urban,308348,NA,83
LA019,1,1,LA,multi-county,urban,565534,5.240246296,118
LA021,NA,NA,NA,NA,NA,NA,NA,NA
LA024,1,1,LA,multi-county,urban,297271,14.16290188,96
LA038,0,1,LA,multi-county,urban,405672,1.037645459,82
LA045,NA,NA,NA,NA,NA,NA,NA,NA
MA005,0,0,MA,city,urban,28772,NA,11.5
MA007,NA,NA,NA,NA,NA,NA,NA,NA
MA008,0,0,MA,city,rural,39774,6.329911232,2.75
MA009,1,0,MA,city,urban,35085,10.16016388,6.6
MA010,1,1,MA,city,urban,44461,9.744010925,23.96
MA012,0,0,MA,city,rural,11621,4.750171185,2
MA013,NA,NA,NA,NA,NA,NA,NA,NA
MA014,NA,NA,NA,NA,NA,NA,NA,NA
MA015,0,0,MA,city,urban,4464,3.802874804,1
MA016,1,0,MA,county,urban,214914,NA,NA
MA017,1,0,MA,city,urban,44529,27.77823448,11.92
MA020,1,1,MA,city,urban,14205,5.048596859,4
MA022,0,0,MA,city,urban,25496,1.245722055,5.5
MA027,NA,NA,NA,NA,NA,NA,NA,NA
MA030,1,1,MA,city,urban,655884,0.1615331918,972
MA032,NA,NA,NA,NA,NA,NA,NA,NA
"MA034
",NA,NA,NA,NA,NA,NA,NA,NA
MA035,NA,NA,MA,city,urban,9954,35.13757706,3
MA036,0,0,MA,city,urban,27472,4.832306862,2
MA038,1,0,MA,city,urban,94779,25.51676941,11
MA040,NA,NA,NA,NA,NA,NA,NA,NA
MA042,0,0,MA,city,urban,25683,3.748117685,5
MA043,1,1,MA,city,urban,109694,8.996577263,47
MA049,NA,NA,NA,NA,NA,NA,NA,NA
MA050,1,0,MA,city,urban,34960,35.73168945,4.4
MA051,1,1,MA,city,urban,38861,15.80287457,21
MA055,NA,NA,NA,NA,NA,NA,NA,NA
MA056,NA,NA,NA,NA,NA,NA,NA,NA
MA057,1,0,MA,city,urban,44231,0.7501711249,7
MA058,1,0,MA,city,urban,17926,NA,3.9
MA061,1,1,MA,city,urban,8334,0.8323066235,NA
MA062,0,0,MA,city,rural,1656,NA,NA
MA063,NA,NA,NA,NA,NA,NA,NA,NA
MA067,1,0,MA,city,urban,27460,24.99931526,4
MA068,0,0,MA,city,urban,34415,1.579739928,8
MA069,NA,NA,NA,NA,NA,NA,NA,NA
MA071,0,0,MA,city,urban,14037,11.98083496,6.7
MA072,NA,NA,NA,NA,NA,NA,NA,NA
MA075,NA,NA,NA,NA,NA,NA,NA,NA
MA077,NA,NA,NA,NA,NA,NA,NA,NA
MA079,NA,NA,MA,city,urban,15384,10.24503803,2
MA080,NA,NA,NA,NA,NA,NA,NA,NA
MA082,1,0,MA,city,urban,16123,0.2162902057,1.5
MA085,1,0,MA,city,urban,16036,5.160848618,1.6
MA086,NA,NA,NA,NA,NA,NA,NA,NA
MA087,NA,NA,NA,NA,NA,NA,NA,NA
MA089,0,0,MA,city,urban,3637,0.602327168,2
MA093,1,1,MA,city,urban,40445,8.246406555,9.5
MA095,NA,NA,NA,NA,NA,NA,NA,NA
MA097,NA,NA,NA,NA,NA,NA,NA,NA
MA098,NA,NA,NA,NA,NA,NA,NA,NA
MA100,NA,NA,MA,city,urban,20381,15.45516777,5
MA101,0,0,MA,city,rural,323,NA,1
MA102,NA,NA,NA,NA,NA,NA,NA,NA
MA104,NA,NA,NA,NA,NA,NA,NA,NA
MA109,0,0,MA,city,rural,6945,1.152635217,1.2
MA110,NA,NA,NA,NA,NA,NA,NA,NA
MA112,NA,NA,NA,NA,NA,NA,NA,NA
MA114,NA,NA,NA,NA,NA,NA,NA,NA
MA120,NA,NA,NA,NA,NA,NA,NA,NA
MA121,NA,NA,NA,NA,NA,NA,NA,NA
MA123,NA,NA,NA,NA,NA,NA,NA,NA
MA127,0,0,MA,city,urban,18352,1.916495562,3.5
MA128,NA,NA,NA,NA,NA,NA,NA,NA
MA133,NA,NA,NA,NA,NA,NA,NA,NA
MA137,NA,NA,MA,city,urban,23592,NA,NA
MA138,0,0,MA,city,urban,14388,1.664613247,3.5
MA139,1,1,MA,city,urban,40124,4.832306862,10
MA141,1,0,MA,city,urban,16311,8.062970161,3
MA143,1,0,MA,city,urban,19754,8.750170708,7
MA145,NA,NA,NA,NA,NA,NA,NA,NA
MA146,1,0,MA,city,urban,13661,16.35592079,3
MA152,1,0,MA,city,urban,41150,15.57837105,7
MA153,NA,NA,NA,NA,NA,NA,NA,NA
MA156,0,0,MA,city,urban,15882,22.4668045,2.2
MA157,0,0,MA,city,urban,109945,0.7364818454,55
MA159,1,1,MA,city,urban,92137,12.15331936,14.5
MA163,NA,NA,NA,NA,NA,NA,NA,NA
MA164,0,0,MA,city,urban,20454,4.301163673,2.75
MA165,0,0,MA,city,urban,39612,0.082135520879999993,NA
MA166,1,0,MA,city,urban,25635,29.97672844,3
MA171,NA,NA,NA,NA,NA,NA,NA,NA
MA172,NA,NA,NA,NA,NA,NA,NA,NA
MA176,NA,NA,NA,NA,NA,NA,NA,NA
MA177,0,0,MA,city,urban,24103,0.4134154618,6.5
MA178,0,0,MA,city,urban,528,3.748117685,0.1
MA179,1,1,MA,city,urban,9578,NA,NA
MA182,1,1,MA,city,urban,8099,1.245722055,1.8
MA184,1,0,MA,city,urban,27360,1.98220396,2.5
MA188,NA,NA,MA,city,urban,860,12.75017071,0.5
MA190,1,0,MA,city,urban,3479,16.75017166,0.1
MA192,NA,NA,NA,NA,NA,NA,NA,NA
MA193,1,0,MA,city,urban,35523,7.195071697,6
MA194,1,1,MA,city,urban,30205,1.368925452,8.26
MA196,NA,NA,NA,NA,NA,NA,NA,NA
MA201,NA,NA,NA,NA,NA,NA,NA,NA
MA204,NA,NA,NA,NA,NA,NA,NA,NA
MA205,1,0,MA,city,urban,28908,9.242983818,4
MA208,NA,NA,NA,NA,NA,NA,NA,NA
MA210,NA,NA,NA,NA,NA,NA,NA,NA
MA211,0,0,MA,city,urban,19396,1.963039041,3
MA212,NA,NA,NA,NA,NA,NA,NA,NA
MA213,1,1,MA,city,urban,29056,9.629021645,6
MA214,NA,NA,NA,NA,NA,NA,NA,NA
MA217,NA,NA,NA,NA,NA,NA,NA,NA
MA220,NA,NA,NA,NA,NA,NA,NA,NA
MA222,NA,NA,NA,NA,NA,NA,NA,NA
MA223,1,0,MA,city,urban,18197,5.412731171,NA
MA230,1,NA,MA,city,urban,8910,3.452429771,3.5
MA232,0,0,MA,city,urban,2873,1.749486685,NA
MA233,NA,NA,NA,NA,NA,NA,NA,NA
MA234,0,0,MA,city,rural,2980,1.305954814,2
MA235,NA,NA,NA,NA,NA,NA,NA,NA
MA236,1,1,MA,city,urban,93397,13.74948692,10
MA237,NA,NA,NA,NA,NA,NA,NA,NA
MA238,0,0,MA,city,urban,13691,3.074606419,2.5
MA240,0,0,MA,city,urban,11926,13.85900116,2.3
MA241,1,1,MA,city,urban,54157,15.66324425,9
MA243,NA,NA,NA,NA,NA,NA,NA,NA
MA244,NA,NA,NA,NA,NA,NA,NA,NA
MA245,NA,NA,NA,NA,NA,NA,NA,NA
MA246,NA,NA,NA,NA,NA,NA,NA,NA
MA247,0,0,MA,city,urban,1269,27.08282089,0.1
MA248,1,NA,MA,city,urban,1787,13.74948692,0.5
MA250,1,0,MA,city,urban,42824,4.845995903,6.5
MA251,NA,NA,NA,NA,NA,NA,NA,NA
MA253,NA,NA,NA,NA,NA,NA,NA,NA
MA254,1,0,MA,city,urban,27921,0.1040383279,2
MA256,1,0,MA,city,urban,18413,1.708418846,2.5
MA257,0,0,MA,city,urban,14683,NA,2
MA258,1,1,MA,city,urban,18121,1.234770656,3.5
MA264,1,1,MA,city,urban,78901,1.0321697,36
MA265,1,0,MA,city,urban,17691,4.832306862,4
MA266,NA,NA,NA,NA,NA,NA,NA,NA
MA267,0,NA,MA,city,urban,16825,2.422997952,6.5
MA268,NA,NA,NA,NA,NA,NA,NA,NA
MA269,0,0,MA,city,urban,9689,18.56810379,0.62
MA271,NA,NA,NA,NA,NA,NA,NA,NA
MA274,1,1,MA,city,urban,28396,3.578371048,NA
MA277,NA,NA,NA,NA,NA,NA,NA,NA
MA280,NA,NA,NA,NA,NA,NA,NA,NA
MA281,NA,NA,NA,NA,NA,NA,NA,NA
MA282,0,0,MA,city,urban,56544,8.490075111,9.4
MA283,0,0,MA,city,urban,8155,0.6461327672,1.5
MA284,NA,NA,NA,NA,NA,NA,NA,NA
MA285,0,0,MA,city,rural,4128,0.5804243684,3
MA287,1,0,MA,city,urban,6505,9.511293411,1.5
MA288,NA,NA,NA,NA,NA,NA,NA,NA
MA289,NA,NA,NA,NA,NA,NA,NA,NA
MA292,0,0,MA,city,urban,7699,28.99931526,2.5
MA294,1,NA,MA,city,urban,26774,6.748802185,6
MA296,1,1,MA,city,urban,24933,28.75017166,4
MA297,NA,NA,NA,NA,NA,NA,NA,NA
MA298,NA,NA,NA,NA,NA,NA,NA,NA
MA302,NA,NA,NA,NA,NA,NA,NA,NA
MA303,1,0,MA,city,urban,13541,3.739904165,9
MA304,1,0,MA,city,urban,16844,1.160848737,1
MA305,0,0,MA,city,urban,11992,13.61533165,3.25
MA306,0,0,MA,city,urban,2754,11.0718689,4
MA311,0,0,MA,city,urban,4495,13.24572182,1.75
MA313,1,0,MA,city,urban,28627,9.97399044,6.6
MA314,NA,NA,NA,NA,NA,NA,NA,NA
MA315,NA,NA,NA,NA,NA,NA,NA,NA
MA316,1,0,MA,city,urban,18756,2.160164356,4.5
MA317,1,1,MA,city,urban,41608,2.431211472,7
MA318,1,1,MA,city,urban,23678,29.65092468,7.03
MA320,NA,NA,NA,NA,NA,NA,NA,NA
MA322,NA,NA,NA,NA,NA,NA,NA,NA
MA323,1,0,MA,city,urban,14979,20.56947327,3.75
MA324,1,1,MA,city,urban,55643,NA,9
MA327,NA,NA,NA,NA,NA,NA,NA,NA
MA330,1,0,MA,city,urban,183016,0.4106776118,26.5
MA332,0,0,MA,city,rural,8325,15.95071888,2.5
MA333,NA,NA,NA,NA,NA,NA,NA,NA
MA344,NA,NA,NA,NA,NA,NA,NA,NA
MA346,NA,NA,NA,NA,NA,NA,NA,NA
MA348,0,0,MA,city,urban,40952,17.4483223,6.5
MA350,1,0,MA,city,urban,17312,32.33127975,2.4
MA356,0,0,MA,city,urban,5165,7.329226494,0.3
MD002,1,1,MD,county,rural,72952,0.955509901,261.8
MD003,1,1,MD,county,urban,560133,0.24914442,NA
MD004,1,1,MD,city,urban,622793,1.207392216,NA
MD005,1,1,MD,county,urban,826925,4.665297508,417.5
MD006,1,0,MD,county,urban,90613,3.644079447,NA
MD007,1,1,MD,county,rural,32538,NA,NA
MD008,1,1,MD,county,urban,167830,0.6762491465,142
MD009,NA,NA,MD,county,urban,102383,8.246406555,145.4
MD010,1,1,MD,county,urban,154747,2.954140902,238.23
MD011,1,0,MD,county,rural,32578,19.07734489,NA
MD012,1,0,MD,county,urban,243675,12.27378464,NA
MD013,1,1,MD,county,rural,29679,17.44010925,124
MD014,1,1,MD,county,urban,250105,8.227241516,165
MD015,1,1,MD,county,urban,309284,3.466119051,160
MD016,1,1,MD,county,rural,19820,2.245037556,90
MD017,NA,NA,MD,county,urban,1030447,NA,489.2
MD018,1,1,MD,county,urban,904430,4.588637829,451
MD019,1,0,MD,county,rural,48804,3.644079447,86
MD020,1,1,MD,county,rural,25859,4.626967907,65
MD021,1,0,MD,county,rural,110382,3.293634415,82
MD022,NA,1,MD,county,rural,37643,0.4243668616,82.5
MD023,1,1,MD,county,urban,149573,8.900753021,120
MD024,1,0,MD,county,urban,101539,8.750170708,192.9
MD025,1,1,MD,county,rural,51675,23.99726295,256.3
ME003,1,1,ME,city,urban,32568,1.541409969,24
ME009,1,1,ME,city,urban,66666,0.4298425615,NA
ME029,0,0,ME,county,rural,69447,6.524298191,10
ME030,0,0,ME,multi-county,rural,172275,6.160164356,10
ME031,0,0,ME,county,urban,221131,1.045858979,8
ME032,0,0,ME,multi-county,rural,86504,6.562628269,7
ME033,0,0,ME,multi-county,rural,147942,0.4599589407,10
ME034,0,0,ME,multi-county,urban,137872,6.562628269,12
ME035,0,0,ME,multi-county,urban,194974,3.915126562,7
ME036,0,0,ME,county,rural,200710,3.589322329,5
MI002,NA,NA,NA,NA,NA,NA,NA,NA
MI003,NA,NA,NA,NA,NA,NA,NA,NA
MI004,NA,NA,NA,NA,NA,NA,NA,NA
MI005,1,1,MI,county,urban,155233,20.75017166,68
MI006,1,1,MI,multi-county,rural,150321,0.2053388059,62
MI007,NA,NA,NA,NA,NA,NA,NA,NA
MI008,0,1,MI,county,rural,32065,14.16016388,22.53
MI009,1,1,MI,multi-county,rural,189156,2.579055548,95.6
MI010,NA,NA,NA,NA,NA,NA,NA,NA
MI011,1,1,MI,multi-county,rural,60273,4.917180061,42.6
MI013,0,0,MI,city,urban,680250,0.5995893478,126
MI014,1,1,MI,multi-county,rural,37344,5.245722294,30.5
MI015,NA,NA,NA,NA,NA,NA,NA,NA
MI016,NA,NA,NA,NA,NA,NA,NA,NA
MI017,1,1,MI,multi-county,rural,260954,0.8323066235,165.5
MI018,0,1,MI,multi-county,rural,65284,2.499657869,60
MI019,1,1,MI,county,urban,412895,6.55167675,105
MI020,1,1,MI,county,rural,90782,3.581108809,55
MI023,1,1,MI,county,rural,64294,NA,22
MI024,1,1,MI,county,urban,159741,2.710472345,55
MI025,1,1,MI,county,urban,258818,1.464750171,138.7425
MI026,1,1,MI,county,urban,629237,3.118412018,240
MI027,1,1,MI,multi-county,rural,35098,NA,40.47
MI028,0,1,MI,county,rural,88153,15.24435329,56.87
MI030,0,0,MI,county,rural,99047,NA,27
MI031,0,1,MI,county,urban,185596,2.160164356,36.5
MI032,1,1,MI,county,urban,860112,3.329226494,241
MI034,1,1,MI,county,rural,67676,1.084188938,37
MI036,1,1,MI,multi-county,rural,181855,3.830253363,72
MI037,1,0,MI,county,rural,83427,13.43463421,27
MI038,0,1,MI,county,urban,149824,4.161533356,NA
MI040,1,1,MI,county,urban,1237868,7.663244247,304
MI041,1,1,MI,county,urban,276292,12.05475712,88.5
MI043,1,1,MI,county,rural,41587,1.368925452,22
MI045,1,0,MI,county,urban,160078,6.997946739,60
MI046,0,1,MI,county,rural,54000,17.71115685,23.75
MI048,1,1,MI,county,urban,356874,2.245037556,90.78
MI049,1,1,MI,county,urban,1084554,4.580424309,98
MI050,1,1,MI,multi-county,rural,69275,1.49760437,NA
MN002,1,1,MN,county,urban,341864,4.750171185,77.8
MN003,1,1,MN,county,rural,6495,9.579739571,11
MN004,1,1,MN,city,urban,86314,1.845311403,NA
MN005,NA,NA,NA,NA,NA,NA,NA,NA
MN006,1,1,MN,county,rural,25292,7.49897337,20.67
MN007,1,1,MN,county,urban,97338,0.5804243684,20
MN008,0,1,MN,county,rural,35571,NA,33.42
MN009,NA,NA,NA,NA,NA,NA,NA,NA
MN010,NA,NA,NA,NA,NA,NA,NA,NA
MN011,NA,NA,MN,county,urban,200949,NA,NA
MN012,1,1,MN,multi-county,rural,21902,36.58042526,24
MN013,0,1,MN,multi-county,rural,43673,16.37234688,28
MN015,1,1,MN,county,urban,412529,8.019165039,94
MN016,1,1,MN,county,rural,36573,0.7748117447,30.25
MN019,1,1,MN,multi-county,rural,34412,1.081451058,18.6
MN020,1,1,MN,county,rural,20776,0.2464065701,19.5
MN021,NA,NA,NA,NA,NA,NA,NA,NA
MN022,NA,1,MN,county,rural,46423,4.635181427,31.179
