Date,SVENY01,SVENY02,SVENY03,SVENY04,SVENY05,SVENY06,SVENY07,SVENY08,SVENY09,SVENY10,SVENY11,SVENY12,SVENY13,SVENY14,SVENY15,SVENY16,SVENY17,SVENY18,SVENY19,SVENY20,SVENY21,SVENY22,SVENY23,SVENY24,SVENY25,SVENY26,SVENY27,SVENY28,SVENY29,SVENY30
2015-08-20,0.4325,0.7231,1.0285,1.3027,1.5325,1.7187,1.8678,1.987,2.0834,2.1627,2.2294,2.287,2.3381,2.3847,2.4281,2.4694,2.5092,2.548,2.5861,2.6238,2.6613,2.6985,2.7355,2.7723,2.8089,2.8453,2.8815,2.9173,2.9529,2.988
2015-08-19,0.4095,0.7001,1.0124,1.2957,1.5344,1.7287,1.8844,2.0091,2.1098,2.1926,2.2621,2.322,2.3751,2.4233,2.4683,2.5109,2.552,2.5921,2.6316,2.6706,2.7094,2.748,2.7864,2.8247,2.8628,2.9008,2.9385,2.976,3.0132,3.05
2015-08-18,0.4318,0.7599,1.0938,1.3885,1.6321,1.8273,1.9815,2.1033,2.2003,2.2791,2.3446,2.4007,2.4502,2.4952,2.5372,2.5773,2.6163,2.6546,2.6927,2.7307,2.7688,2.807,2.8453,2.8838,2.9223,2.9609,2.9995,3.038,3.0764,3.1146
2015-08-17,0.4256,0.7482,1.0794,1.3706,1.6096,1.7995,1.9484,2.0653,2.1582,2.2335,2.2962,2.3501,2.3979,2.4417,2.4829,2.5224,2.561,2.5991,2.637,2.6749,2.7129,2.751,2.7893,2.8276,2.866,2.9044,2.9427,2.9809,3.0189,3.0567
2015-08-14,0.4315,0.7679,1.1044,1.3989,1.6407,1.8328,1.9831,2.1003,2.1926,2.2664,2.3272,2.3789,2.4244,2.466,2.5053,2.5433,2.5808,2.6184,2.6563,2.6947,2.7338,2.7736,2.814,2.855,2.8965,2.9384,2.9807,3.0232,3.0659,3.1087
2015-08-13,0.4168,0.7462,1.0803,1.3749,1.6181,1.8122,1.9647,2.0843,2.1788,2.2549,2.3179,2.3716,2.4192,2.4628,2.504,2.544,2.5835,2.623,2.6628,2.7032,2.7441,2.7858,2.828,2.8708,2.9141,2.9578,3.0018,3.046,3.0903,3.1346
2015-08-12,0.3913,0.6914,1.0196,1.3147,1.5594,1.7549,1.909,2.0307,2.1281,2.2077,2.2747,2.3329,2.3851,2.4332,2.4786,2.5224,2.5652,2.6074,2.6493,2.6911,2.7329,2.7746,2.8163,2.8579,2.8994,2.9407,2.9818,3.0227,3.0631,3.1032
2015-08-11,0.3865,0.7024,1.0369,1.3324,1.5745,1.7661,1.9158,2.033,2.1262,2.202,2.2655,2.3206,2.3699,2.4154,2.4585,2.5002,2.541,2.5814,2.6216,2.6619,2.7022,2.7426,2.783,2.8235,2.8639,2.9043,2.9445,2.9844,3.0241,3.0634
2015-08-10,0.4175,0.7526,1.1043,1.4118,1.661,1.856,2.0069,2.124,2.2163,2.291,2.3534,2.4074,2.4558,2.5006,2.5432,2.5846,2.6253,2.6657,2.7062,2.7467,2.7875,2.8284,2.8695,2.9106,2.9518,2.9929,3.034,3.0748,3.1153,3.1556
2015-08-07,0.4233,0.7525,1.0934,1.3894,1.6282,1.8145,1.9583,2.0697,2.1575,2.2286,2.2882,2.3399,2.3866,2.43,2.4715,2.512,2.5519,2.5918,2.6317,2.6718,2.7122,2.7528,2.7935,2.8343,2.8752,2.9161,2.9568,2.9973,3.0375,3.0775
2015-08-06,0.3758,0.7287,1.0894,1.4019,1.6542,1.8512,2.0034,2.1213,2.2141,2.2891,2.3516,2.4058,2.4543,2.4994,2.5423,2.5841,2.6253,2.6664,2.7076,2.7491,2.7908,2.8328,2.8751,2.9175,2.9601,3.0026,3.0451,3.0875,3.1296,3.1714
2015-08-05,0.4155,0.7506,1.1129,1.4308,1.6877,1.888,2.0424,2.1619,2.2562,2.3325,2.3964,2.4519,2.5018,2.548,2.592,2.6347,2.6766,2.7181,2.7596,2.801,2.8425,2.884,2.9256,2.9671,3.0086,3.0499,3.0909,3.1317,3.1721,3.2121
2015-08-04,0.4007,0.7435,1.0921,1.3953,1.642,1.8367,1.9889,2.1084,2.2037,2.2816,2.3471,2.4041,2.4553,2.5026,2.5474,2.5906,2.6329,2.6746,2.716,2.7573,2.7985,2.8397,2.8808,2.9218,2.9626,3.0033,3.0437,3.0838,3.1235,3.1628
2015-08-03,0.3589,0.6751,1.0088,1.3067,1.5542,1.7529,1.9106,2.0357,2.1363,2.2188,2.2884,2.3488,2.4029,2.4526,2.4996,2.5447,2.5888,2.6322,2.6752,2.7181,2.7609,2.8037,2.8465,2.8892,2.9319,2.9743,3.0166,3.0586,3.1002,3.1415
2015-07-31,0.3515,0.6787,1.0218,1.328,1.5827,1.7877,1.9506,2.0801,2.1844,2.2699,2.3419,2.4044,2.4602,2.5114,2.5596,2.6058,2.6507,2.695,2.7387,2.7823,2.8258,2.8692,2.9125,2.9558,2.999,3.042,3.0847,3.1272,3.1694,3.2111
2015-07-30,0.3721,0.7296,1.0889,1.4032,1.6613,1.8667,2.0282,2.1552,2.2563,2.3383,2.4066,2.4652,2.5173,2.5649,2.6096,2.6526,2.6945,2.736,2.7773,2.8186,2.8601,2.9017,2.9436,2.9856,3.0278,3.0699,3.1121,3.1542,3.1961,3.2378
2015-07-29,0.3478,0.7119,1.073,1.3901,1.6527,1.8638,2.0314,2.1642,2.2703,2.3567,2.4285,2.49,2.5444,2.5938,2.6401,2.6843,2.7274,2.77,2.8123,2.8547,2.8973,2.9402,2.9833,3.0267,3.0704,3.1142,3.1581,3.202,3.2459,3.2896
2015-07-28,0.3402,0.6958,1.0524,1.3667,1.6274,1.8369,2.0031,2.1348,2.24,2.3255,2.3968,2.4579,2.5121,2.5615,2.6078,2.6522,2.6956,2.7385,2.7814,2.8243,2.8675,2.9109,2.9547,2.9988,3.0432,3.0877,3.1323,3.1769,3.2214,3.2658
2015-07-27,0.3333,0.6759,1.0297,1.3434,1.6032,1.8114,1.9761,2.1064,2.2106,2.2957,2.3669,2.4283,2.4829,2.533,2.58,2.6252,2.6693,2.7127,2.7559,2.799,2.8422,2.8854,2.9288,2.9722,3.0157,3.0591,3.1025,3.1456,3.1886,3.2312
2015-07-24,0.3513,0.7127,1.0767,1.3956,1.6573,1.8651,2.028,2.1554,2.2562,2.3375,2.4048,2.4626,2.5139,2.5609,2.6055,2.6486,2.6911,2.7335,2.7761,2.8192,2.8627,2.9068,2.9514,2.9965,3.0419,3.0876,3.1335,3.1795,3.2256,3.2715
2015-07-23,0.3537,0.7217,1.0887,1.4077,1.6678,1.8732,2.0332,2.158,2.2564,2.3358,2.4018,2.4587,2.5095,2.5567,2.6016,2.6455,2.689,2.7327,2.7768,2.8214,2.8668,2.9127,2.9593,3.0063,3.0538,3.1016,3.1496,3.1977,3.2457,3.2937
2015-07-22,0.3687,0.7402,1.1124,1.4379,1.7047,1.9165,2.0821,2.2115,2.3136,2.3958,2.4639,2.5223,2.5742,2.6221,2.6676,2.7119,2.7558,2.7998,2.8443,2.8894,2.9353,2.9818,3.0291,3.0769,3.1253,3.1741,3.2232,3.2725,3.3219,3.3712
2015-07-21,0.3593,0.7183,1.0938,1.4276,1.7034,1.9232,2.0955,2.2304,2.3369,2.4227,2.4939,2.5548,2.609,2.6588,2.7059,2.7517,2.7969,2.8421,2.8877,2.9337,2.9804,3.0277,3.0757,3.1241,3.173,3.2223,3.2717,3.3214,3.371,3.4206
2015-07-20,0.3404,0.7259,1.1178,1.4601,1.7392,1.9594,2.1308,2.2642,2.3694,2.4541,2.5243,2.5846,2.6382,2.6876,2.7344,2.7798,2.8246,2.8693,2.9141,2.9594,3.0051,3.0513,3.0979,3.1449,3.1923,3.2398,3.2875,3.3351,3.3827,3.4301
2015-07-17,0.3266,0.6913,1.0768,1.4191,1.7011,1.9253,2.1008,2.2382,2.347,2.4348,2.5076,2.57,2.6252,2.6756,2.723,2.7685,2.8129,2.8568,2.9006,2.9444,2.9884,3.0326,3.0771,3.1218,3.1666,3.2114,3.2563,3.301,3.3457,3.39
2015-07-16,0.3192,0.6776,1.0607,1.4029,1.6865,1.9135,2.0928,2.2347,2.3482,2.4409,2.5185,2.5855,2.6451,2.6994,2.7503,2.7989,2.846,2.8921,2.9375,2.9827,3.0275,3.0722,3.1168,3.1612,3.2054,3.2494,3.2931,3.3364,3.3794,3.4219
2015-07-15,0.3021,0.6479,1.0261,1.3693,1.6573,1.8905,2.0768,2.2256,2.3456,2.4442,2.5272,2.5989,2.6625,2.7204,2.7743,2.8254,2.8747,2.9226,2.9697,3.0161,3.062,3.1075,3.1528,3.1976,3.2422,3.2864,3.3302,3.3735,3.4164,3.4588
2015-07-14,0.3133,0.6647,1.0512,1.4024,1.6977,1.9371,2.1288,2.2822,2.4063,2.5085,2.5944,2.6686,2.7343,2.7938,2.849,2.901,2.9507,2.9988,3.0457,3.0916,3.1368,3.1814,3.2254,3.269,3.312,3.3545,3.3965,3.4379,3.4788,3.5191
2015-07-13,0.3277,0.6977,1.0898,1.443,1.7391,1.9789,2.1702,2.3227,2.4451,2.545,2.6282,2.6994,2.762,2.8184,2.8706,2.9199,2.9672,3.0132,3.0584,3.103,3.1474,3.1915,3.2355,3.2794,3.3231,3.3667,3.4101,3.4533,3.4961,3.5387
2015-07-10,0.3344,0.684,1.0722,1.4254,1.7215,1.9607,2.151,2.3024,2.4241,2.5237,2.6071,2.6788,2.7423,2.8,2.8536,2.9045,2.9534,3.001,3.0477,3.0939,3.1395,3.1849,3.23,3.2747,3.3192,3.3634,3.4072,3.4506,3.4936,3.5361
2015-07-09,0.2837,0.611,0.9863,1.3315,1.6227,1.8587,2.047,2.1971,2.3181,2.4174,2.5008,2.5727,2.6366,2.6947,2.7489,2.8002,2.8497,2.8979,2.9452,2.9919,3.0381,3.0839,3.1294,3.1746,3.2194,3.2639,3.308,3.3517,3.3949,3.4375
2015-07-08,0.2775,0.5757,0.9329,1.2648,1.5451,1.772,1.953,2.0973,2.2138,2.3096,2.3905,2.4607,2.5232,2.5804,2.6339,2.6847,2.7337,2.7814,2.8281,2.8742,2.9197,2.9647,3.0093,3.0535,3.0972,3.1404,3.1832,3.2253,3.267,3.308
2015-07-07,0.3028,0.612,0.9756,1.3116,1.5947,1.8238,2.0062,2.1516,2.2687,2.3649,2.4459,2.5161,2.5786,2.6357,2.689,2.7397,2.7886,2.8362,2.883,2.9291,2.9747,3.02,3.0648,3.1093,3.1533,3.197,3.2402,3.2829,3.3251,3.3667
2015-07-06,0.292,0.6169,0.9852,1.3237,1.6098,1.8425,2.0291,2.1786,2.2996,2.3994,2.4834,2.5561,2.6205,2.6791,2.7335,2.7849,2.8343,2.882,2.9287,2.9746,3.0198,3.0644,3.1085,3.1522,3.1954,3.2382,3.2804,3.3221,3.3633,3.4038
2015-07-02,0.3006,0.6587,1.0452,1.3952,1.6896,1.9292,2.1218,2.2768,2.4028,2.507,2.5948,2.6707,2.7378,2.7985,2.8544,2.9069,2.9567,3.0046,3.051,3.0961,3.1403,3.1837,3.2262,3.2681,3.3093,3.3499,3.3898,3.429,3.4676,3.5055
2015-07-01,0.3205,0.713,1.1097,1.4592,1.7489,1.9827,2.1696,2.3196,2.4413,2.5418,2.6266,2.7,2.7649,2.8237,2.8779,2.9289,2.9773,3.0239,3.0691,3.1131,3.1561,3.1984,3.2399,3.2807,3.3209,3.3604,3.3993,3.4375,3.4751,3.512
2015-06-30,0.3184,0.6519,1.0306,1.3759,1.6653,1.8993,2.0862,2.2358,2.3571,2.4572,2.5417,2.6147,2.6793,2.7377,2.7915,2.8418,2.8896,2.9353,2.9794,3.0222,3.0638,3.1045,3.1442,3.1832,3.2213,3.2587,3.2953,3.3311,3.3662,3.4006
2015-06-29,0.3115,0.653,1.0338,1.3777,1.6638,1.8938,2.0766,2.2226,2.3407,2.4382,2.5207,2.5923,2.6559,2.7137,2.7673,2.8178,2.8659,2.9122,2.9571,3.0008,3.0435,3.0853,3.1263,3.1665,3.2059,3.2447,3.2827,3.3199,3.3564,3.3921
2015-06-26,0.34,0.7315,1.1392,1.4999,1.7978,2.0366,2.2262,2.3771,2.4988,2.5988,2.6828,2.7553,2.8194,2.8773,2.9309,2.9811,3.029,3.0751,3.1198,3.1635,3.2062,3.2481,3.2894,3.33,3.3699,3.4093,3.448,3.4861,3.5236,3.5603
2015-06-25,0.3266,0.7061,1.1035,1.4541,1.7424,1.9722,2.1536,2.2975,2.4131,2.5081,2.5881,2.6573,2.7189,2.775,2.8272,2.8767,2.9242,2.9702,3.0152,3.0594,3.1028,3.1457,3.188,3.2298,3.271,3.3117,3.3519,3.3915,3.4304,3.4688
2015-06-24,0.3306,0.7067,1.0959,1.4404,1.7255,1.9543,2.1359,2.2805,2.3969,2.4925,2.573,2.6426,2.7046,2.7611,2.8138,2.8638,2.9121,2.959,3.0052,3.0506,3.0956,3.1402,3.1844,3.2283,3.2718,3.3149,3.3576,3.3999,3.4416,3.4828
2015-06-23,0.3407,0.7187,1.1108,1.4584,1.7463,1.9776,2.1615,2.3082,2.4266,2.5241,2.6064,2.6778,2.7414,2.7995,2.8537,2.9052,2.9548,3.003,3.0503,3.0969,3.1429,3.1884,3.2335,3.2781,3.3223,3.3661,3.4093,3.452,3.4942,3.5357
2015-06-22,0.329,0.7047,1.0906,1.4314,1.7135,1.9402,2.1207,2.265,2.3819,2.4785,2.5604,2.6316,2.6953,2.7535,2.808,2.8598,2.9096,2.9581,3.0055,3.0522,3.0982,3.1436,3.1886,3.233,3.2769,3.3203,3.3631,3.4053,3.4469,3.4879
2015-06-19,0.3173,0.6575,1.0222,1.3486,1.6202,1.8393,2.0144,2.1551,2.2697,2.3652,2.4468,2.5183,2.5826,2.6416,2.697,2.7496,2.8001,2.8492,2.897,2.9438,2.9898,3.035,3.0794,3.1231,3.166,3.2083,3.2497,3.2904,3.3303,3.3694
2015-06-18,0.3293,0.6813,1.0621,1.4034,1.6872,1.9155,2.0973,2.2428,2.3608,2.4585,2.5415,2.6138,2.6784,2.7375,2.7925,2.8447,2.8948,2.9432,2.9904,3.0365,3.0818,3.1263,3.17,3.2131,3.2555,3.2971,3.3381,3.3783,3.4178,3.4566
2015-06-17,0.3528,0.689,1.0577,1.3894,1.6657,1.8885,2.0667,2.2099,2.3268,2.4242,2.5073,2.58,2.6451,2.7046,2.7601,2.8124,2.8623,2.9103,2.9568,3.002,3.0461,3.0891,3.1311,3.1722,3.2124,3.2517,3.2901,3.3277,3.3643,3.4001
2015-06-16,0.3507,0.7309,1.1115,1.4414,1.7106,1.9244,2.0932,2.2273,2.3356,2.4249,2.5006,2.5665,2.6254,2.6795,2.73,2.7779,2.8241,2.8689,2.9127,2.9557,2.9979,3.0396,3.0806,3.1211,3.161,3.2004,3.2391,3.2772,3.3146,3.3514
2015-06-15,0.3581,0.7375,1.1281,1.4681,1.7443,1.9623,2.1333,2.2682,2.3765,2.4655,2.5407,2.6061,2.6646,2.7183,2.7684,2.8162,2.8621,2.9068,2.9505,2.9934,3.0356,3.0772,3.1183,3.1588,3.1987,3.2381,3.2769,3.315,3.3525,3.3893
2015-06-12,0.3821,0.7619,1.1579,1.5026,1.7816,2.0004,2.1706,2.3038,2.4096,2.4958,2.568,2.6304,2.6859,2.7368,2.7844,2.8297,2.8736,2.9164,2.9584,2.9999,3.041,3.0817,3.122,3.162,3.2017,3.2409,3.2797,3.318,3.3558,3.3931
2015-06-11,0.3598,0.7502,1.1465,1.4904,1.7697,1.9901,2.1626,2.2983,2.4066,2.4951,2.5692,2.6333,2.6902,2.7421,2.7905,2.8365,2.8808,2.924,2.9663,3.008,3.0492,3.0899,3.1303,3.1703,3.21,3.2492,3.2879,3.3262,3.364,3.4012
2015-06-10,0.3547,0.7653,1.1812,1.5426,1.8368,2.0694,2.2517,2.395,2.5092,2.6022,2.6798,2.7464,2.8051,2.8584,2.9078,2.9545,2.9993,3.0427,3.0852,3.127,3.1683,3.2091,3.2496,3.2897,3.3294,3.3687,3.4076,3.446,3.484,3.5215
2015-06-09,0.3408,0.7354,1.14,1.4925,1.7796,2.007,2.1856,2.3267,2.4399,2.5326,2.6105,2.6778,2.7375,2.7917,2.8419,2.8893,2.9346,2.9784,3.021,3.0626,3.1034,3.1435,3.183,3.2219,3.2602,3.2979,3.335,3.3715,3.4074,3.4426
2015-06-08,0.3381,0.7147,1.1167,1.469,1.7553,1.9812,2.1583,2.2983,2.411,2.5036,2.5819,2.6498,2.7101,2.765,2.8157,2.8634,2.9088,2.9523,2.9944,3.0351,3.0748,3.1135,3.1513,3.1882,3.2242,3.2595,3.294,3.3276,3.3605,3.3926
2015-06-05,0.3487,0.7469,1.1536,1.5039,1.7862,2.0078,2.1811,2.3179,2.4277,2.5181,2.5943,2.6603,2.719,2.7722,2.8215,2.8677,2.9117,2.9538,2.9944,3.0338,3.0721,3.1094,3.1458,3.1814,3.2161,3.2501,3.2832,3.3156,3.3472,3.3781
2015-06-04,0.3124,0.6862,1.0708,1.4067,1.6814,1.9005,2.0743,2.2132,2.3261,2.4197,2.4992,2.5683,2.6298,2.6856,2.737,2.7852,2.8307,2.8741,2.9158,2.956,2.9949,3.0326,3.0692,3.1048,3.1394,3.1731,3.2059,3.2379,3.2689,3.2991
2015-06-03,0.3238,0.7017,1.0997,1.4486,1.7339,1.961,2.1411,2.2851,2.4022,2.4995,2.5821,2.6539,2.7176,2.7752,2.8282,2.8774,2.9236,2.9675,3.0092,3.0492,3.0876,3.1246,3.1603,3.1947,3.2281,3.2603,3.2915,3.3217,3.3509,3.3791
2015-06-02,0.304,0.6778,1.0543,1.3802,1.6467,1.8604,2.0319,2.1711,2.2863,2.3835,2.4675,2.5415,2.6078,2.6681,2.7237,2.7754,2.8239,2.8696,2.9128,2.9539,2.993,3.0303,3.0659,3.0999,3.1325,3.1637,3.1936,3.2222,3.2496,3.2759
2015-06-01,0.3009,0.6695,1.0274,1.3344,1.5857,1.7885,1.9528,2.0877,2.2007,2.2973,2.3815,2.4563,2.5237,2.5854,2.6423,2.6952,2.7448,2.7913,2.8353,2.8768,2.9162,2.9536,2.9891,3.0229,3.055,3.0856,3.1147,3.1424,3.1689,3.1941
2015-05-29,0.2957,0.6313,0.9746,1.2747,1.5224,1.7233,1.8867,2.0215,2.1348,2.2319,2.3169,2.3925,2.4607,2.5231,2.5806,2.634,2.6838,2.7306,2.7746,2.816,2.8552,2.8922,2.9273,2.9605,2.992,3.0219,3.0503,3.0772,3.1028,3.1272
2015-05-28,0.2952,0.6441,0.995,1.2978,1.5452,1.7445,1.9058,2.0386,2.1501,2.2459,2.3298,2.4047,2.4725,2.5345,2.5918,2.6452,2.695,2.7418,2.7858,2.8273,2.8666,2.9036,2.9387,2.972,3.0035,3.0334,3.0618,3.0887,3.1143,3.1386
2015-05-27,0.3015,0.6704,1.0253,1.3251,1.5671,1.7605,1.9163,2.0443,2.1517,2.244,2.3251,2.3975,2.4633,2.5237,2.5797,2.6319,2.6808,2.7268,2.7702,2.8112,2.85,2.8868,2.9217,2.9547,2.9861,3.0159,3.0442,3.0711,3.0967,3.121
2015-05-26,0.2996,0.6644,1.0178,1.3175,1.5603,1.7553,1.9131,2.0432,2.153,2.2477,2.331,2.4056,2.4733,2.5354,2.5929,2.6464,2.6964,2.7433,2.7874,2.8289,2.8681,2.9051,2.9401,2.9731,3.0044,3.034,3.0621,3.0887,3.1139,3.1379
2015-05-22,0.3017,0.672,1.0384,1.3523,1.608,1.8136,1.9802,2.1173,2.2325,2.3314,2.4181,2.4953,2.565,2.6287,2.6875,2.7419,2.7927,2.8402,2.8847,2.9266,2.966,3.0032,3.0383,3.0715,3.1028,3.1325,3.1605,3.1871,3.2124,3.2363
2015-05-21,0.2807,0.6258,0.9844,1.2979,1.5564,1.7663,1.9375,2.0793,2.199,2.3022,2.3927,2.4734,2.5462,2.6126,2.6736,2.73,2.7823,2.8311,2.8766,2.9193,2.9592,2.9967,3.032,3.0652,3.0964,3.1259,3.1537,3.1799,3.2047,3.2282
2015-05-20,0.2916,0.6431,1.0098,1.3334,1.6022,1.8211,1.9998,2.1472,2.271,2.3769,2.4693,2.5511,2.6246,2.6914,2.7526,2.8091,2.8617,2.9106,2.9565,2.9995,3.0399,3.078,3.1139,3.1478,3.1799,3.2102,3.2388,3.266,3.2918,3.3162
2015-05-19,0.2991,0.6658,1.0425,1.3701,1.6385,1.8544,2.0287,2.1712,2.2902,2.3914,2.4795,2.5574,2.6275,2.6913,2.7499,2.8042,2.8548,2.9023,2.9468,2.9887,3.0283,3.0658,3.1012,3.1348,3.1667,3.1969,3.2256,3.2529,3.2788,3.3035
2015-05-18,0.2709,0.6232,0.9875,1.3094,1.5774,1.796,1.9743,2.121,2.2438,2.3484,2.4391,2.5191,2.5908,2.6558,2.7154,2.7704,2.8215,2.8692,2.914,2.9561,2.9958,3.0333,3.0688,3.1024,3.1342,3.1645,3.1932,3.2205,3.2465,3.2712
2015-05-15,0.2586,0.5856,0.9334,1.2442,1.5046,1.718,1.8925,2.0366,2.1575,2.2607,2.3505,2.4299,2.501,2.5656,2.6248,2.6796,2.7304,2.7779,2.8225,2.8644,2.9038,2.9411,2.9763,3.0097,3.0413,3.0713,3.0997,3.1267,3.1524,3.1768
2015-05-14,0.2595,0.5827,0.9471,1.2779,1.5558,1.7829,1.9675,2.119,2.2451,2.352,2.4444,2.5257,2.5984,2.6642,2.7245,2.7801,2.832,2.8804,2.9259,2.9689,3.0094,3.0478,3.0843,3.1189,3.1518,3.1831,3.2129,3.2413,3.2683,3.2941
2015-05-13,0.2744,0.6259,1.0,1.3336,1.6119,1.8384,2.0218,2.1715,2.2956,2.4002,2.4901,2.5689,2.639,2.7023,2.7603,2.8137,2.8635,2.9102,2.9541,2.9956,3.035,3.0723,3.1079,3.1419,3.1742,3.2052,3.2347,3.263,3.2901,3.316
2015-05-12,0.291,0.6545,1.0276,1.3542,1.6234,1.8407,2.016,2.1588,2.277,2.3769,2.4629,2.5384,2.6057,2.6666,2.7223,2.7738,2.8217,2.8666,2.9087,2.9485,2.9862,3.0219,3.0558,3.088,3.1188,3.148,3.1759,3.2026,3.228,3.2523
2015-05-11,0.3127,0.6605,1.0357,1.3643,1.6328,1.8478,2.0203,2.161,2.278,2.3774,2.4637,2.5399,2.6082,2.6703,2.7272,2.7798,2.8286,2.8742,2.9169,2.957,2.9947,3.0302,3.0637,3.0954,3.1254,3.1537,3.1805,3.206,3.2301,3.253
2015-05-08,0.2835,0.6229,0.9756,1.2837,1.5371,1.7417,1.9076,2.0439,2.158,2.2555,2.3404,2.4156,2.4832,2.5446,2.6008,2.6528,2.701,2.7459,2.7879,2.8273,2.8643,2.8991,2.9319,2.9628,2.992,3.0195,3.0456,3.0703,3.0936,3.1158
2015-05-07,0.2953,0.6692,1.0337,1.3416,1.5893,1.7865,1.9449,2.0745,2.1829,2.2755,2.3564,2.4282,2.4929,2.5517,2.6058,2.6558,2.7022,2.7455,2.786,2.824,2.8596,2.8931,2.9247,2.9544,2.9825,3.009,3.034,3.0577,3.0801,3.1013
2015-05-06,0.3079,0.6784,1.0474,1.3641,1.6219,1.8289,1.9959,2.1327,2.247,2.3443,2.429,2.5038,2.5708,2.6316,2.6872,2.7384,2.7859,2.8301,2.8713,2.9099,2.9461,2.9802,3.0122,3.0423,3.0708,3.0976,3.123,3.147,3.1697,3.1912
2015-05-05,0.2782,0.6575,1.0236,1.3338,1.5846,1.7849,1.946,2.0776,2.1873,2.2806,2.3616,2.4331,2.4973,2.5555,2.6088,2.658,2.7036,2.7462,2.786,2.8233,2.8584,2.8914,2.9225,2.9519,2.9797,3.0059,3.0308,3.0543,3.0766,3.0978
2015-05-04,0.2887,0.6401,0.9924,1.2978,1.5487,1.7516,1.916,2.0509,2.1636,2.2595,2.3426,2.4159,2.4814,2.5406,2.5947,2.6445,2.6906,2.7335,2.7734,2.8109,2.846,2.879,2.9101,2.9394,2.9671,2.9933,3.018,3.0414,3.0636,3.0846
2015-05-01,0.2832,0.6352,0.9912,1.2962,1.5431,1.7398,1.8973,2.0255,2.1321,2.2225,2.301,2.3703,2.4324,2.4887,2.5404,2.5881,2.6325,2.6738,2.7126,2.749,2.7832,2.8154,2.8459,2.8746,2.9018,2.9276,2.952,2.9751,2.997,3.0179
2015-04-30,0.2751,0.6061,0.9406,1.2309,1.4692,1.6614,1.8169,1.9444,2.0507,2.1413,2.2199,2.2893,2.3516,2.4081,2.4598,2.5077,2.5521,2.5936,2.6324,2.669,2.7033,2.7358,2.7664,2.7954,2.8228,2.8488,2.8734,2.8968,2.919,2.9401
2015-04-29,0.2715,0.5974,0.9354,1.23,1.4716,1.6663,1.8237,1.9527,2.0605,2.1523,2.232,2.3023,2.3654,2.4225,2.4747,2.5228,2.5673,2.6087,2.6474,2.6835,2.7174,2.7493,2.7793,2.8075,2.8341,2.8592,2.883,2.9054,2.9266,2.9468
2015-04-28,0.2793,0.5881,0.9153,1.1999,1.432,1.6183,1.7688,1.8923,1.996,2.0848,2.1624,2.2313,2.2932,2.3496,2.4012,2.4488,2.4929,2.5338,2.572,2.6077,2.6411,2.6724,2.7017,2.7293,2.7553,2.7797,2.8027,2.8245,2.845,2.8643
2015-04-27,0.2777,0.5687,0.8838,1.1591,1.384,1.5648,1.7112,1.832,1.9337,2.0211,2.0978,2.1661,2.2277,2.2837,2.335,2.3824,2.4262,2.4668,2.5047,2.54,2.573,2.6039,2.6328,2.6599,2.6854,2.7093,2.7318,2.753,2.773,2.7918
2015-04-24,0.2733,0.565,0.8715,1.1422,1.3672,1.5508,1.7009,1.8252,1.9299,2.0197,2.0981,2.1675,2.2298,2.2863,2.3379,2.3853,2.4292,2.4699,2.5078,2.5432,2.5763,2.6073,2.6364,2.6637,2.6893,2.7135,2.7363,2.7578,2.7781,2.7972
2015-04-23,0.2657,0.5781,0.8954,1.1705,1.3965,1.5795,1.7287,1.8519,1.9557,2.0448,2.1225,2.1913,2.253,2.3088,2.3597,2.4064,2.4494,2.4892,2.526,2.5603,2.5923,2.6221,2.65,2.676,2.7005,2.7234,2.745,2.7653,2.7843,2.8023
2015-04-22,0.2786,0.5997,0.9261,1.2072,1.4363,1.6208,1.7702,1.8933,1.9967,2.0852,2.1625,2.2309,2.2922,2.3477,2.3983,2.4447,2.4874,2.5269,2.5636,2.5976,2.6293,2.6589,2.6866,2.7125,2.7367,2.7595,2.7808,2.8009,2.8199,2.8377
2015-04-21,0.2618,0.5746,0.8857,1.1548,1.376,1.5554,1.7014,1.8219,1.9231,2.0096,2.0849,2.1514,2.211,2.2649,2.3141,2.3593,2.401,2.4397,2.4757,2.5093,2.5407,2.57,2.5976,2.6234,2.6478,2.6707,2.6922,2.7126,2.7318,2.75
2015-04-20,0.2788,0.5703,0.8736,1.1379,1.3551,1.5311,1.6745,1.7932,1.8933,1.9794,2.0548,2.1217,2.1818,2.2363,2.286,2.3317,2.3738,2.4128,2.449,2.4826,2.5139,2.5432,2.5705,2.5961,2.6201,2.6425,2.6637,2.6835,2.7022,2.7198
2015-04-17,0.2574,0.5494,0.853,1.1179,1.3356,1.5111,1.6531,1.7697,1.867,1.9501,2.0223,2.0861,2.1432,2.195,2.2425,2.2861,2.3266,2.3643,2.3994,2.4323,2.4632,2.4922,2.5195,2.5452,2.5694,2.5923,2.614,2.6344,2.6538,2.6721
2015-04-16,0.2506,0.5299,0.8354,1.1074,1.3333,1.517,1.6666,1.79,1.8935,1.9819,2.0588,2.1267,2.1874,2.2423,2.2923,2.3382,2.3804,2.4195,2.4558,2.4896,2.5211,2.5506,2.5782,2.604,2.6283,2.6511,2.6725,2.6927,2.7118,2.7298
