year,chord,root_integer,root_roman,quality,title_compressed,artist_compressed,title,artist
1971,E:7,0,I,7,lifeisacarnival,theband,Life Is A Carnival,The Band
1971,F#:min7,2,II,min7,lifeisacarnival,theband,Life Is A Carnival,The Band
1971,E:maj/3,0,I,maj/3,lifeisacarnival,theband,Life Is A Carnival,The Band
1971,A:maj,5,IV,maj,lifeisacarnival,theband,Life Is A Carnival,The Band
1974,E:maj,0,I,maj,backhomeagain,johndenver,Back Home Again,John Denver
1974,A:maj,5,IV,maj,backhomeagain,johndenver,Back Home Again,John Denver
1974,B:maj,7,V,maj,backhomeagain,johndenver,Back Home Again,John Denver
1974,B:7,7,V,7,backhomeagain,johndenver,Back Home Again,John Denver
1974,E:maj,0,I,maj,backhomeagain,johndenver,Back Home Again,John Denver
1974,E:7,0,I,7,backhomeagain,johndenver,Back Home Again,John Denver
1974,A:maj,5,IV,maj,backhomeagain,johndenver,Back Home Again,John Denver
1974,B:maj,7,V,maj,backhomeagain,johndenver,Back Home Again,John Denver
1974,B:7,7,V,7,backhomeagain,johndenver,Back Home Again,John Denver
1974,E:maj,0,I,maj,backhomeagain,johndenver,Back Home Again,John Denver
1974,E:7,0,I,7,backhomeagain,johndenver,Back Home Again,John Denver
1974,A:maj,5,IV,maj,backhomeagain,johndenver,Back Home Again,John Denver
1974,B:maj,7,V,maj,backhomeagain,johndenver,Back Home Again,John Denver
1974,B:7,7,V,7,backhomeagain,johndenver,Back Home Again,John Denver
1974,E:maj,0,I,maj,backhomeagain,johndenver,Back Home Again,John Denver
1974,E:7,0,I,7,backhomeagain,johndenver,Back Home Again,John Denver
1974,A:maj,5,IV,maj,backhomeagain,johndenver,Back Home Again,John Denver
1974,B:maj,7,V,maj,backhomeagain,johndenver,Back Home Again,John Denver
1974,B:7,7,V,7,backhomeagain,johndenver,Back Home Again,John Denver
1974,E:maj,0,I,maj,backhomeagain,johndenver,Back Home Again,John Denver
1974,A:maj,5,IV,maj,backhomeagain,johndenver,Back Home Again,John Denver
1974,B:maj,7,V,maj,backhomeagain,johndenver,Back Home Again,John Denver
1974,E:maj,0,I,maj,backhomeagain,johndenver,Back Home Again,John Denver
1974,A:maj,5,IV,maj,backhomeagain,johndenver,Back Home Again,John Denver
1974,B:maj,7,V,maj,backhomeagain,johndenver,Back Home Again,John Denver
1987,N,NonHarmonic,NonHarmonic,NonHarmonic,"tonight,tonight,tonight",genesis,"Tonight, Tonight, Tonight",Genesis
1987,Bb:maj,8,bVI,maj,"tonight,tonight,tonight",genesis,"Tonight, Tonight, Tonight",Genesis
1987,A:1(11),7,V,1(11),"tonight,tonight,tonight",genesis,"Tonight, Tonight, Tonight",Genesis
1987,D:5,0,I,5,"tonight,tonight,tonight",genesis,"Tonight, Tonight, Tonight",Genesis
1987,Bb:maj,8,bVI,maj,"tonight,tonight,tonight",genesis,"Tonight, Tonight, Tonight",Genesis
1987,A:1(11),7,V,1(11),"tonight,tonight,tonight",genesis,"Tonight, Tonight, Tonight",Genesis
1987,D:5,0,I,5,"tonight,tonight,tonight",genesis,"Tonight, Tonight, Tonight",Genesis
1987,Bb:maj,8,bVI,maj,"tonight,tonight,tonight",genesis,"Tonight, Tonight, Tonight",Genesis
1987,A:1(11),7,V,1(11),"tonight,tonight,tonight",genesis,"Tonight, Tonight, Tonight",Genesis
1987,D:5,0,I,5,"tonight,tonight,tonight",genesis,"Tonight, Tonight, Tonight",Genesis
1987,Bb:maj,8,bVI,maj,"tonight,tonight,tonight",genesis,"Tonight, Tonight, Tonight",Genesis
1987,A:1(11),7,V,1(11),"tonight,tonight,tonight",genesis,"Tonight, Tonight, Tonight",Genesis
1987,D:5,0,I,5,"tonight,tonight,tonight",genesis,"Tonight, Tonight, Tonight",Genesis
1987,Bb:maj,8,bVI,maj,"tonight,tonight,tonight",genesis,"Tonight, Tonight, Tonight",Genesis
1987,C:maj,10,bVII,maj,"tonight,tonight,tonight",genesis,"Tonight, Tonight, Tonight",Genesis
1987,D:7,0,I,7,"tonight,tonight,tonight",genesis,"Tonight, Tonight, Tonight",Genesis
1987,G:sus4(b7),5,IV,sus4(b7),"tonight,tonight,tonight",genesis,"Tonight, Tonight, Tonight",Genesis
1987,A:min/b7,7,V,min/b7,"tonight,tonight,tonight",genesis,"Tonight, Tonight, Tonight",Genesis
1987,G:sus4(b7),5,IV,sus4(b7),"tonight,tonight,tonight",genesis,"Tonight, Tonight, Tonight",Genesis
1987,A:min/b7,7,V,min/b7,"tonight,tonight,tonight",genesis,"Tonight, Tonight, Tonight",Genesis
1987,Bb:maj,8,bVI,maj,"tonight,tonight,tonight",genesis,"Tonight, Tonight, Tonight",Genesis
1987,A:1(11),7,V,1(11),"tonight,tonight,tonight",genesis,"Tonight, Tonight, Tonight",Genesis
1987,D:5,0,I,5,"tonight,tonight,tonight",genesis,"Tonight, Tonight, Tonight",Genesis
1987,Bb:maj,8,bVI,maj,"tonight,tonight,tonight",genesis,"Tonight, Tonight, Tonight",Genesis
1987,A:1(11),7,V,1(11),"tonight,tonight,tonight",genesis,"Tonight, Tonight, Tonight",Genesis
1987,D:5,0,I,5,"tonight,tonight,tonight",genesis,"Tonight, Tonight, Tonight",Genesis
1987,Bb:maj,8,bVI,maj,"tonight,tonight,tonight",genesis,"Tonight, Tonight, Tonight",Genesis
1987,A:1(11),7,V,1(11),"tonight,tonight,tonight",genesis,"Tonight, Tonight, Tonight",Genesis
1987,D:5,0,I,5,"tonight,tonight,tonight",genesis,"Tonight, Tonight, Tonight",Genesis
1987,Bb:maj,8,bVI,maj,"tonight,tonight,tonight",genesis,"Tonight, Tonight, Tonight",Genesis
1987,C:maj,10,bVII,maj,"tonight,tonight,tonight",genesis,"Tonight, Tonight, Tonight",Genesis
1987,D:7,0,I,7,"tonight,tonight,tonight",genesis,"Tonight, Tonight, Tonight",Genesis
1987,G:sus4(b7),5,IV,sus4(b7),"tonight,tonight,tonight",genesis,"Tonight, Tonight, Tonight",Genesis
1987,A:min/b7,7,V,min/b7,"tonight,tonight,tonight",genesis,"Tonight, Tonight, Tonight",Genesis
1987,G:sus4(b7),5,IV,sus4(b7),"tonight,tonight,tonight",genesis,"Tonight, Tonight, Tonight",Genesis
1987,A:min/b7,7,V,min/b7,"tonight,tonight,tonight",genesis,"Tonight, Tonight, Tonight",Genesis
1980,G:maj,0,I,maj,youdecoratedmylife,kennyrogers,You Decorated My Life,Kenny Rogers
1980,F#:dim,11,VII,dim,youdecoratedmylife,kennyrogers,You Decorated My Life,Kenny Rogers
1980,B:7,4,III,7,youdecoratedmylife,kennyrogers,You Decorated My Life,Kenny Rogers
1980,C:maj,5,IV,maj,youdecoratedmylife,kennyrogers,You Decorated My Life,Kenny Rogers
1980,G:maj,0,I,maj,youdecoratedmylife,kennyrogers,You Decorated My Life,Kenny Rogers
1980,C:maj/5,5,IV,maj/5,youdecoratedmylife,kennyrogers,You Decorated My Life,Kenny Rogers
1980,D:maj/11,7,V,maj/11,youdecoratedmylife,kennyrogers,You Decorated My Life,Kenny Rogers
1980,C:maj/5,5,IV,maj/5,youdecoratedmylife,kennyrogers,You Decorated My Life,Kenny Rogers
1980,G:maj,0,I,maj,youdecoratedmylife,kennyrogers,You Decorated My Life,Kenny Rogers
1980,C:maj/5,5,IV,maj/5,youdecoratedmylife,kennyrogers,You Decorated My Life,Kenny Rogers
1980,D:maj/11,7,V,maj/11,youdecoratedmylife,kennyrogers,You Decorated My Life,Kenny Rogers
1980,C:maj/5,5,IV,maj/5,youdecoratedmylife,kennyrogers,You Decorated My Life,Kenny Rogers
1980,D:7,7,V,7,youdecoratedmylife,kennyrogers,You Decorated My Life,Kenny Rogers
1980,C:maj/9,5,IV,maj/9,youdecoratedmylife,kennyrogers,You Decorated My Life,Kenny Rogers
1980,D:7,7,V,7,youdecoratedmylife,kennyrogers,You Decorated My Life,Kenny Rogers
1980,G:maj,0,I,maj,youdecoratedmylife,kennyrogers,You Decorated My Life,Kenny Rogers
1980,C:maj,5,IV,maj,youdecoratedmylife,kennyrogers,You Decorated My Life,Kenny Rogers
1980,G:maj,0,I,maj,youdecoratedmylife,kennyrogers,You Decorated My Life,Kenny Rogers
1980,C:maj,5,IV,maj,youdecoratedmylife,kennyrogers,You Decorated My Life,Kenny Rogers
1980,B:7,4,III,7,youdecoratedmylife,kennyrogers,You Decorated My Life,Kenny Rogers
1975,G:maj,0,I,maj,sailonsailor,thebeachboys,Sail On Sailor,The Beach Boys
1975,Eb:maj9,8,bVI,maj9,sailonsailor,thebeachboys,Sail On Sailor,The Beach Boys
1975,"D:sus4(b7,9)",7,V,"sus4(b7,9)",sailonsailor,thebeachboys,Sail On Sailor,The Beach Boys
1975,Eb:maj9,8,bVI,maj9,sailonsailor,thebeachboys,Sail On Sailor,The Beach Boys
1975,"D:sus4(b7,9)",7,V,"sus4(b7,9)",sailonsailor,thebeachboys,Sail On Sailor,The Beach Boys
1975,Eb:maj9,8,bVI,maj9,sailonsailor,thebeachboys,Sail On Sailor,The Beach Boys
1975,F:maj,10,bVII,maj,sailonsailor,thebeachboys,Sail On Sailor,The Beach Boys
1975,G:maj,0,I,maj,sailonsailor,thebeachboys,Sail On Sailor,The Beach Boys
1975,Eb:maj9,8,bVI,maj9,sailonsailor,thebeachboys,Sail On Sailor,The Beach Boys
1975,"D:sus4(b7,9)",7,V,"sus4(b7,9)",sailonsailor,thebeachboys,Sail On Sailor,The Beach Boys
1975,Eb:maj9,8,bVI,maj9,sailonsailor,thebeachboys,Sail On Sailor,The Beach Boys
1975,"D:sus4(b7,9)",7,V,"sus4(b7,9)",sailonsailor,thebeachboys,Sail On Sailor,The Beach Boys
1975,Eb:maj9,8,bVI,maj9,sailonsailor,thebeachboys,Sail On Sailor,The Beach Boys
1975,F:maj,10,bVII,maj,sailonsailor,thebeachboys,Sail On Sailor,The Beach Boys
1975,G:maj,0,I,maj,sailonsailor,thebeachboys,Sail On Sailor,The Beach Boys
1975,D:maj,7,V,maj,sailonsailor,thebeachboys,Sail On Sailor,The Beach Boys
1975,D#:dim,8,bVI,dim,sailonsailor,thebeachboys,Sail On Sailor,The Beach Boys
1975,E:min7,9,VI,min7,sailonsailor,thebeachboys,Sail On Sailor,The Beach Boys
1975,D:maj,7,V,maj,sailonsailor,thebeachboys,Sail On Sailor,The Beach Boys
1975,D#:dim,8,bVI,dim,sailonsailor,thebeachboys,Sail On Sailor,The Beach Boys
1975,E:min7,9,VI,min7,sailonsailor,thebeachboys,Sail On Sailor,The Beach Boys
1975,A:min7,2,II,min7,sailonsailor,thebeachboys,Sail On Sailor,The Beach Boys
1975,E:min7,9,VI,min7,sailonsailor,thebeachboys,Sail On Sailor,The Beach Boys
1975,A:min7,2,II,min7,sailonsailor,thebeachboys,Sail On Sailor,The Beach Boys
1975,E:min7,9,VI,min7,sailonsailor,thebeachboys,Sail On Sailor,The Beach Boys
1975,A:min7,2,II,min7,sailonsailor,thebeachboys,Sail On Sailor,The Beach Boys
1975,E:min7,9,VI,min7,sailonsailor,thebeachboys,Sail On Sailor,The Beach Boys
1975,A:min7,2,II,min7,sailonsailor,thebeachboys,Sail On Sailor,The Beach Boys
1978,D:1,0,I,1,justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,E:hdim7/b7,2,II,hdim7/b7,justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,D:1,0,I,1,justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,G:maj/5,5,IV,maj/5,justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,D:maj,0,I,maj,justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,D:1,0,I,1,justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,E:hdim7/b7,2,II,hdim7/b7,justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,D:1,0,I,1,justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,G:maj/5,5,IV,maj/5,justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,D:maj,0,I,maj,justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,B:min7,9,VI,min7,justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,G:maj7,5,IV,maj7,justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,B:min7,9,VI,min7,justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,D:7,0,I,7,justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,G:maj7,5,IV,maj7,justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,G:min7,5,IV,min7,justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,D:maj,0,I,maj,justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,A:min,7,V,min,justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,D:7,0,I,7,justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,G:maj7,5,IV,maj7,justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,G:min7,5,IV,min7,justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,D:maj,0,I,maj,justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,B:min7,9,VI,min7,justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,E:sus4(b7),2,II,sus4(b7),justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,E:7,2,II,7,justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,"A:sus4(b7,9)",7,V,"sus4(b7,9)",justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,D:maj,0,I,maj,justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,B:min7,9,VI,min7,justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,G:maj7,5,IV,maj7,justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,B:min7,9,VI,min7,justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,D:7,0,I,7,justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,G:maj7,5,IV,maj7,justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,G:min7,5,IV,min7,justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,D:maj/3,0,I,maj/3,justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,A:min,7,V,min,justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,D:7,0,I,7,justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,G:maj7,5,IV,maj7,justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,G:min7,5,IV,min7,justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,D:maj/3,0,I,maj/3,justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,B:min7,9,VI,min7,justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,E:min,2,II,min,justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,"A:sus4(b7,9)",7,V,"sus4(b7,9)",justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,D:1,0,I,1,justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,E:hdim7/b7,2,II,hdim7/b7,justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,D:1,0,I,1,justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,G:maj/5,5,IV,maj/5,justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,D:maj,0,I,maj,justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,E:hdim7/b7,2,II,hdim7/b7,justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1978,D:1,0,I,1,justthewayyouare,billyjoel,Just The Way You Are,Billy Joel
1962,A:maj/5,0,I,maj/5,whitechristmas,bingcrosby,White Christmas,Bing Crosby
1962,C#:min7/b3,4,III,min7/b3,whitechristmas,bingcrosby,White Christmas,Bing Crosby
1962,C:dim,3,bIII,dim,whitechristmas,bingcrosby,White Christmas,Bing Crosby
1962,A:maj(9)/5,0,I,maj(9)/5,whitechristmas,bingcrosby,White Christmas,Bing Crosby
1962,A:maj/5,0,I,maj/5,whitechristmas,bingcrosby,White Christmas,Bing Crosby
1962,C#:min7/b3,4,III,min7/b3,whitechristmas,bingcrosby,White Christmas,Bing Crosby
1962,C:dim,3,bIII,dim,whitechristmas,bingcrosby,White Christmas,Bing Crosby
1962,B:min7/11,2,II,min7/11,whitechristmas,bingcrosby,White Christmas,Bing Crosby
1962,A:maj,0,I,maj,whitechristmas,bingcrosby,White Christmas,Bing Crosby
1962,D:maj/5,5,IV,maj/5,whitechristmas,bingcrosby,White Christmas,Bing Crosby
1962,A:maj,0,I,maj,whitechristmas,bingcrosby,White Christmas,Bing Crosby
1962,G#:maj/b9,11,VII,maj/b9,whitechristmas,bingcrosby,White Christmas,Bing Crosby
1962,A:maj,0,I,maj,whitechristmas,bingcrosby,White Christmas,Bing Crosby
1962,B:min,2,II,min,whitechristmas,bingcrosby,White Christmas,Bing Crosby
1962,D#:dim/b9,6,bV,dim/b9,whitechristmas,bingcrosby,White Christmas,Bing Crosby
1962,E:7,7,V,7,whitechristmas,bingcrosby,White Christmas,Bing Crosby
1962,B:min7,2,II,min7,whitechristmas,bingcrosby,White Christmas,Bing Crosby
1962,B:min7/b3,2,II,min7/b3,whitechristmas,bingcrosby,White Christmas,Bing Crosby
1962,E:7,7,V,7,whitechristmas,bingcrosby,White Christmas,Bing Crosby
1962,A:maj,0,I,maj,whitechristmas,bingcrosby,White Christmas,Bing Crosby
1962,E:7,7,V,7,whitechristmas,bingcrosby,White Christmas,Bing Crosby
1962,G#:maj/b9,11,VII,maj/b9,whitechristmas,bingcrosby,White Christmas,Bing Crosby
1962,A:maj,0,I,maj,whitechristmas,bingcrosby,White Christmas,Bing Crosby
1962,B:min7,2,II,min7,whitechristmas,bingcrosby,White Christmas,Bing Crosby
1962,E:7,7,V,7,whitechristmas,bingcrosby,White Christmas,Bing Crosby
1962,A:maj,0,I,maj,whitechristmas,bingcrosby,White Christmas,Bing Crosby
1966,G:maj,0,I,maj,"haveyouseenyourmother,baby,standingintheshadow?",therollingstones,"Have You Seen Your Mother, Baby, Standing In The Shadow?",The Rolling Stones
1966,&pause,NonHarmonic,NonHarmonic,NonHarmonic,"haveyouseenyourmother,baby,standingintheshadow?",therollingstones,"Have You Seen Your Mother, Baby, Standing In The Shadow?",The Rolling Stones
1966,D:maj,7,V,maj,"haveyouseenyourmother,baby,standingintheshadow?",therollingstones,"Have You Seen Your Mother, Baby, Standing In The Shadow?",The Rolling Stones
1966,D:7,7,V,7,"haveyouseenyourmother,baby,standingintheshadow?",therollingstones,"Have You Seen Your Mother, Baby, Standing In The Shadow?",The Rolling Stones
1966,G:maj,0,I,maj,"haveyouseenyourmother,baby,standingintheshadow?",therollingstones,"Have You Seen Your Mother, Baby, Standing In The Shadow?",The Rolling Stones
1966,D:maj,7,V,maj,"haveyouseenyourmother,baby,standingintheshadow?",therollingstones,"Have You Seen Your Mother, Baby, Standing In The Shadow?",The Rolling Stones
1966,D:7,7,V,7,"haveyouseenyourmother,baby,standingintheshadow?",therollingstones,"Have You Seen Your Mother, Baby, Standing In The Shadow?",The Rolling Stones
1966,G:maj,0,I,maj,"haveyouseenyourmother,baby,standingintheshadow?",therollingstones,"Have You Seen Your Mother, Baby, Standing In The Shadow?",The Rolling Stones
1966,D:maj,7,V,maj,"haveyouseenyourmother,baby,standingintheshadow?",therollingstones,"Have You Seen Your Mother, Baby, Standing In The Shadow?",The Rolling Stones
1966,D:7,7,V,7,"haveyouseenyourmother,baby,standingintheshadow?",therollingstones,"Have You Seen Your Mother, Baby, Standing In The Shadow?",The Rolling Stones
1966,B:maj,4,III,maj,"haveyouseenyourmother,baby,standingintheshadow?",therollingstones,"Have You Seen Your Mother, Baby, Standing In The Shadow?",The Rolling Stones
1966,G:maj,0,I,maj,"haveyouseenyourmother,baby,standingintheshadow?",therollingstones,"Have You Seen Your Mother, Baby, Standing In The Shadow?",The Rolling Stones
1966,B:maj,4,III,maj,"haveyouseenyourmother,baby,standingintheshadow?",therollingstones,"Have You Seen Your Mother, Baby, Standing In The Shadow?",The Rolling Stones
1966,D:maj,7,V,maj,"haveyouseenyourmother,baby,standingintheshadow?",therollingstones,"Have You Seen Your Mother, Baby, Standing In The Shadow?",The Rolling Stones
1966,C:maj,5,IV,maj,"haveyouseenyourmother,baby,standingintheshadow?",therollingstones,"Have You Seen Your Mother, Baby, Standing In The Shadow?",The Rolling Stones
1966,G:maj/3,0,I,maj/3,"haveyouseenyourmother,baby,standingintheshadow?",therollingstones,"Have You Seen Your Mother, Baby, Standing In The Shadow?",The Rolling Stones
1966,G:maj,0,I,maj,"haveyouseenyourmother,baby,standingintheshadow?",therollingstones,"Have You Seen Your Mother, Baby, Standing In The Shadow?",The Rolling Stones
1966,D:maj,7,V,maj,"haveyouseenyourmother,baby,standingintheshadow?",therollingstones,"Have You Seen Your Mother, Baby, Standing In The Shadow?",The Rolling Stones
1966,D:7,7,V,7,"haveyouseenyourmother,baby,standingintheshadow?",therollingstones,"Have You Seen Your Mother, Baby, Standing In The Shadow?",The Rolling Stones
1966,G:maj,0,I,maj,"haveyouseenyourmother,baby,standingintheshadow?",therollingstones,"Have You Seen Your Mother, Baby, Standing In The Shadow?",The Rolling Stones
1966,D:maj,7,V,maj,"haveyouseenyourmother,baby,standingintheshadow?",therollingstones,"Have You Seen Your Mother, Baby, Standing In The Shadow?",The Rolling Stones
1966,D:7,7,V,7,"haveyouseenyourmother,baby,standingintheshadow?",therollingstones,"Have You Seen Your Mother, Baby, Standing In The Shadow?",The Rolling Stones
1966,G:maj,0,I,maj,"haveyouseenyourmother,baby,standingintheshadow?",therollingstones,"Have You Seen Your Mother, Baby, Standing In The Shadow?",The Rolling Stones
1966,D:maj,7,V,maj,"haveyouseenyourmother,baby,standingintheshadow?",therollingstones,"Have You Seen Your Mother, Baby, Standing In The Shadow?",The Rolling Stones
1966,D:7,7,V,7,"haveyouseenyourmother,baby,standingintheshadow?",therollingstones,"Have You Seen Your Mother, Baby, Standing In The Shadow?",The Rolling Stones
1966,B:maj,4,III,maj,"haveyouseenyourmother,baby,standingintheshadow?",therollingstones,"Have You Seen Your Mother, Baby, Standing In The Shadow?",The Rolling Stones
1978,D:maj,0,I,maj,itamazesme,johndenver,It Amazes Me,John Denver
1978,A:maj/11,7,V,maj/11,itamazesme,johndenver,It Amazes Me,John Denver
1978,D:maj,0,I,maj,itamazesme,johndenver,It Amazes Me,John Denver
1978,A:maj/11,7,V,maj/11,itamazesme,johndenver,It Amazes Me,John Denver
1978,D:maj,0,I,maj,itamazesme,johndenver,It Amazes Me,John Denver
1978,A:maj/11,7,V,maj/11,itamazesme,johndenver,It Amazes Me,John Denver
1978,D:maj,0,I,maj,itamazesme,johndenver,It Amazes Me,John Denver
1978,A:maj/11,7,V,maj/11,itamazesme,johndenver,It Amazes Me,John Denver
1978,D:maj,0,I,maj,itamazesme,johndenver,It Amazes Me,John Denver
1978,A:maj/11,7,V,maj/11,itamazesme,johndenver,It Amazes Me,John Denver
1978,D:maj,0,I,maj,itamazesme,johndenver,It Amazes Me,John Denver
1978,A:maj/11,7,V,maj/11,itamazesme,johndenver,It Amazes Me,John Denver
1978,D:maj,0,I,maj,itamazesme,johndenver,It Amazes Me,John Denver
1978,D:sus4,0,I,sus4,itamazesme,johndenver,It Amazes Me,John Denver
1978,D:maj,0,I,maj,itamazesme,johndenver,It Amazes Me,John Denver
1978,A:maj/11,7,V,maj/11,itamazesme,johndenver,It Amazes Me,John Denver
1978,D:maj,0,I,maj,itamazesme,johndenver,It Amazes Me,John Denver
1978,A:maj/11,7,V,maj/11,itamazesme,johndenver,It Amazes Me,John Denver
1978,D:maj,0,I,maj,itamazesme,johndenver,It Amazes Me,John Denver
1975,C:maj,0,I,maj,rhinestonecowboy,glencampbell,Rhinestone Cowboy,Glen Campbell
1975,F:maj/5,5,IV,maj/5,rhinestonecowboy,glencampbell,Rhinestone Cowboy,Glen Campbell
1975,G:maj(11)/11,7,V,maj(11)/11,rhinestonecowboy,glencampbell,Rhinestone Cowboy,Glen Campbell
1975,F:maj/5,5,IV,maj/5,rhinestonecowboy,glencampbell,Rhinestone Cowboy,Glen Campbell
1975,C:maj,0,I,maj,rhinestonecowboy,glencampbell,Rhinestone Cowboy,Glen Campbell
1975,F:maj/5,5,IV,maj/5,rhinestonecowboy,glencampbell,Rhinestone Cowboy,Glen Campbell
1975,G:maj(11)/11,7,V,maj(11)/11,rhinestonecowboy,glencampbell,Rhinestone Cowboy,Glen Campbell
1975,F:maj/5,5,IV,maj/5,rhinestonecowboy,glencampbell,Rhinestone Cowboy,Glen Campbell
1975,C:maj,0,I,maj,rhinestonecowboy,glencampbell,Rhinestone Cowboy,Glen Campbell
1975,F:maj,5,IV,maj,rhinestonecowboy,glencampbell,Rhinestone Cowboy,Glen Campbell
1975,C:maj,0,I,maj,rhinestonecowboy,glencampbell,Rhinestone Cowboy,Glen Campbell
1975,F:maj,5,IV,maj,rhinestonecowboy,glencampbell,Rhinestone Cowboy,Glen Campbell
1975,C:maj,0,I,maj,rhinestonecowboy,glencampbell,Rhinestone Cowboy,Glen Campbell
1975,F:maj,5,IV,maj,rhinestonecowboy,glencampbell,Rhinestone Cowboy,Glen Campbell
1975,C:maj,0,I,maj,rhinestonecowboy,glencampbell,Rhinestone Cowboy,Glen Campbell
1975,F:maj,5,IV,maj,rhinestonecowboy,glencampbell,Rhinestone Cowboy,Glen Campbell
1975,C:maj,0,I,maj,rhinestonecowboy,glencampbell,Rhinestone Cowboy,Glen Campbell
1975,F:maj,5,IV,maj,rhinestonecowboy,glencampbell,Rhinestone Cowboy,Glen Campbell
1975,C:maj,0,I,maj,rhinestonecowboy,glencampbell,Rhinestone Cowboy,Glen Campbell
1975,F:maj,5,IV,maj,rhinestonecowboy,glencampbell,Rhinestone Cowboy,Glen Campbell
1975,G:maj,7,V,maj,rhinestonecowboy,glencampbell,Rhinestone Cowboy,Glen Campbell
1975,C:maj/5,0,I,maj/5,rhinestonecowboy,glencampbell,Rhinestone Cowboy,Glen Campbell
1975,C:maj,0,I,maj,rhinestonecowboy,glencampbell,Rhinestone Cowboy,Glen Campbell
1975,C:maj/5,0,I,maj/5,rhinestonecowboy,glencampbell,Rhinestone Cowboy,Glen Campbell
1975,F:maj,5,IV,maj,rhinestonecowboy,glencampbell,Rhinestone Cowboy,Glen Campbell
1975,G:min/11,7,V,min/11,rhinestonecowboy,glencampbell,Rhinestone Cowboy,Glen Campbell
1975,F:maj,5,IV,maj,rhinestonecowboy,glencampbell,Rhinestone Cowboy,Glen Campbell
1975,G:min/11,7,V,min/11,rhinestonecowboy,glencampbell,Rhinestone Cowboy,Glen Campbell
1975,F:maj,5,IV,maj,rhinestonecowboy,glencampbell,Rhinestone Cowboy,Glen Campbell
1975,G:min/11,7,V,min/11,rhinestonecowboy,glencampbell,Rhinestone Cowboy,Glen Campbell
1975,F:maj,5,IV,maj,rhinestonecowboy,glencampbell,Rhinestone Cowboy,Glen Campbell
1975,C:maj,0,I,maj,rhinestonecowboy,glencampbell,Rhinestone Cowboy,Glen Campbell
1975,F:maj/5,5,IV,maj/5,rhinestonecowboy,glencampbell,Rhinestone Cowboy,Glen Campbell
1975,C:maj,0,I,maj,rhinestonecowboy,glencampbell,Rhinestone Cowboy,Glen Campbell
1975,G:maj,7,V,maj,rhinestonecowboy,glencampbell,Rhinestone Cowboy,Glen Campbell
1974,N,NonHarmonic,NonHarmonic,NonHarmonic,lastkiss,j.frankwilson&thecavaliers,Last Kiss,J. Frank Wilson & The Cavaliers
